image_path,arm_type,angle,label
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_031.jpg,left,118.22943885005606,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_032.jpg,left,120.66039103046286,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_033.jpg,left,121.59413739871171,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_034.jpg,left,120.74314005413203,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_035.jpg,left,120.60331159843696,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_036.jpg,left,120.26224920177921,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_037.jpg,left,120.41518715784946,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_038.jpg,left,120.57448096737801,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_039.jpg,left,120.26981129913304,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_040.jpg,left,120.51385999215987,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_041.jpg,left,109.63429058540981,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_042.jpg,left,104.9425815935488,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_043.jpg,left,101.04937685280429,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_044.jpg,left,95.93828079283514,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_045.jpg,left,88.68885771901297,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_046.jpg,left,85.94927194517834,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_047.jpg,left,85.22225291373998,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_048.jpg,left,83.31432741761623,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_049.jpg,left,82.573004566502,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_050.jpg,left,86.10859903139585,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_051.jpg,left,105.75196549158635,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_052.jpg,left,115.18563658338302,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_053.jpg,left,117.50075249161884,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_054.jpg,left,120.56713454475252,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_055.jpg,left,121.46634539607952,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_056.jpg,left,121.88255063569972,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_057.jpg,left,121.64838352409079,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_058.jpg,left,121.47865726967477,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_059.jpg,left,121.53477824805866,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_060.jpg,left,121.35321106701902,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_061.jpg,left,121.47584835457572,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_062.jpg,left,119.36578996302555,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_063.jpg,left,119.63948562282422,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_064.jpg,left,116.20088561847358,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_065.jpg,left,114.87549498968093,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_066.jpg,left,114.57472157318271,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_067.jpg,left,114.8513237824105,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_068.jpg,left,114.0332028397171,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_069.jpg,left,114.03676756763616,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_070.jpg,left,113.03358340164101,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_071.jpg,left,120.45590894863258,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_072.jpg,left,125.80265504034898,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_073.jpg,left,132.85970734908506,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_074.jpg,left,137.79814159188996,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_075.jpg,left,137.05372130189275,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_076.jpg,left,131.8005522878419,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_077.jpg,left,120.38572795479226,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_078.jpg,left,126.02586954686495,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_079.jpg,left,126.37520962899848,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_080.jpg,left,126.6747230006726,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_081.jpg,left,96.3476385750278,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_082.jpg,left,114.6413071156189,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_083.jpg,left,122.23750124387888,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_084.jpg,left,134.85108252468356,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_085.jpg,left,112.6290243221365,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_086.jpg,left,120.75245782190561,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_087.jpg,left,108.03414911071826,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_088.jpg,left,116.72744085647022,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_089.jpg,left,116.86758335651385,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_090.jpg,left,121.73695264346887,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_091.jpg,left,115.83401968173283,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_092.jpg,left,116.80090253136518,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_093.jpg,left,116.98393144537599,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_094.jpg,left,125.22004385067248,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_095.jpg,left,130.71188114372,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_096.jpg,left,132.01603492161632,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_097.jpg,left,125.2203455008555,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_098.jpg,left,147.93537690337405,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_099.jpg,left,150.44399689910023,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_100.jpg,left,150.01833990884936,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_101.jpg,left,142.6943210755936,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_102.jpg,left,116.4304475760469,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_103.jpg,left,120.26102228003279,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_104.jpg,left,127.05292387795109,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_105.jpg,left,130.36680048516226,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_106.jpg,left,132.48028717335754,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_107.jpg,left,130.1234666014131,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_108.jpg,left,127.51593922538598,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_109.jpg,left,134.58128961936018,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_110.jpg,left,138.390371866214,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_111.jpg,left,114.53926139823486,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_112.jpg,left,97.3760278068621,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_113.jpg,left,94.92949592740916,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_114.jpg,left,89.30326011672602,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_115.jpg,left,95.92879345859792,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_116.jpg,left,102.2434849500777,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_117.jpg,left,127.11492487651742,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_118.jpg,left,143.52663373606367,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_119.jpg,left,145.16374255343825,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_120.jpg,left,139.93671706081804,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_121.jpg,left,137.9418832691406,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_122.jpg,left,132.0150097006983,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_123.jpg,left,131.13407424349606,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_124.jpg,left,130.96704838711597,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_125.jpg,left,131.22959096182558,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_126.jpg,left,131.69578426186519,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_127.jpg,left,130.676144918703,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_128.jpg,left,138.4009649587509,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_129.jpg,left,140.77979704514905,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_130.jpg,left,149.5308960709992,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_131.jpg,left,145.65537055275325,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_132.jpg,left,146.48168435883252,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_133.jpg,left,138.52717261274546,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_134.jpg,left,142.8214120741207,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_135.jpg,left,141.80638176680964,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_136.jpg,left,137.25060500390964,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_137.jpg,left,137.85299953196693,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_138.jpg,left,144.61264020219934,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_139.jpg,left,132.25898747671545,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_140.jpg,left,129.3733093411073,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_141.jpg,left,129.19172349907828,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_142.jpg,left,129.00198594533992,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_143.jpg,left,135.4361284713579,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_144.jpg,left,143.45710643780924,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_145.jpg,left,144.23180821030581,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_146.jpg,left,143.94198453606631,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_147.jpg,left,139.93769142027244,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_148.jpg,left,136.45921232429188,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_149.jpg,left,133.40595665062827,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_150.jpg,left,76.0523551507182,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_151.jpg,left,81.02523730877522,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_152.jpg,left,84.90276220152117,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_153.jpg,left,95.12533612479149,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_154.jpg,left,98.66719794301298,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_155.jpg,left,129.23363947198192,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_156.jpg,left,131.71195310701532,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_157.jpg,left,127.8592551404914,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_158.jpg,left,124.405788804113,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_159.jpg,left,115.50379269087293,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_160.jpg,left,124.82373250986691,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_161.jpg,left,123.72295177574514,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_162.jpg,left,125.19421245037157,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_163.jpg,left,120.09421305759682,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_164.jpg,left,126.21649920919415,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_165.jpg,left,129.96960203119488,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_166.jpg,left,137.24180307532302,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_167.jpg,left,136.78776612475627,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_168.jpg,left,135.6053373468058,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_169.jpg,left,132.25112036176282,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_170.jpg,left,133.1409735283869,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_171.jpg,left,134.59176983562253,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_172.jpg,left,134.57928616845163,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_173.jpg,left,132.61743160671074,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_174.jpg,left,135.51145365684042,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_175.jpg,left,134.85380415433178,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_176.jpg,left,135.053222956048,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_177.jpg,left,134.0653333280617,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_178.jpg,left,134.5779823880009,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_179.jpg,left,135.30864299824282,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_180.jpg,left,134.65788401949175,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_181.jpg,left,135.26192255180177,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_182.jpg,left,137.31403370098005,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_183.jpg,left,137.27100063842153,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_184.jpg,left,134.95319093688545,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_185.jpg,left,112.7612996905404,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_186.jpg,left,123.53006894194067,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_187.jpg,left,127.17454213798695,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_188.jpg,left,128.0259796530294,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_189.jpg,left,121.36759025362102,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_190.jpg,left,118.61243448590136,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_191.jpg,left,125.98264947107617,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_192.jpg,left,134.52978101422656,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_193.jpg,left,135.9942855654578,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_194.jpg,left,134.92600767698247,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_195.jpg,left,137.18909911665241,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_196.jpg,left,149.84935903145094,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_197.jpg,left,146.52442964906322,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_198.jpg,left,132.6284136642185,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_199.jpg,left,136.0133096087354,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_200.jpg,left,135.3698599035717,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_201.jpg,left,136.75308684570643,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_202.jpg,left,143.76980604046668,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_203.jpg,left,146.2901397767393,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_204.jpg,left,151.65732671819458,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_205.jpg,left,150.99631127000598,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_206.jpg,left,148.12254940118012,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_207.jpg,left,146.47228320974835,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_208.jpg,left,149.43025907384632,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_209.jpg,left,139.90038360661825,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_210.jpg,left,132.31475721894094,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_211.jpg,left,148.1567569819116,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_212.jpg,left,140.93615984530012,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_213.jpg,left,140.23291616256833,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_214.jpg,left,140.45245100813185,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_215.jpg,left,137.2616214187943,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_216.jpg,left,134.37354830072158,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_217.jpg,left,146.77544386039673,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_218.jpg,left,146.73419837687933,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_219.jpg,left,149.27949475903046,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_220.jpg,left,143.92620576747416,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_221.jpg,left,127.41614469660354,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_222.jpg,left,119.65328565810623,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_223.jpg,left,124.58950760743124,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_224.jpg,left,126.05008964777889,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_225.jpg,left,129.91632756752773,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_226.jpg,left,133.84794597842202,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_227.jpg,left,134.42284579427735,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_228.jpg,left,131.83099623932918,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_229.jpg,left,131.7597265838467,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_230.jpg,left,132.1285277986872,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_231.jpg,left,133.6715806760378,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_232.jpg,left,135.00186038057296,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_233.jpg,left,133.82947382654783,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_234.jpg,left,134.09205873913336,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_235.jpg,left,105.70082818107596,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_236.jpg,left,119.02107919382632,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_237.jpg,left,127.17786335231617,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_238.jpg,left,131.71380775488078,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_239.jpg,left,138.2379174757341,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_240.jpg,left,142.27026703976023,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_241.jpg,left,145.45879114829097,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_242.jpg,left,129.56749603650198,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_243.jpg,left,128.3149390836989,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_244.jpg,left,128.1956652051671,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_245.jpg,left,123.09669112816724,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_246.jpg,left,119.55836154169842,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_247.jpg,left,99.67755059951253,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_248.jpg,left,96.88089323065071,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_249.jpg,left,93.41661376947718,illegal
