frame_path,angle,label
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_001\frame_0225.jpg,157.3170506260544,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_001\frame_0230.jpg,87.8014569639509,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_001\frame_0235.jpg,103.7720277238057,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_001\frame_0240.jpg,160.81299838962937,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_001\frame_0245.jpg,161.18702808793287,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_001\frame_0250.jpg,112.14426528057007,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_001\frame_0255.jpg,120.5202659006926,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_001\frame_0260.jpg,98.1164927144165,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_001\frame_0265.jpg,99.75360879760314,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_001\frame_0270.jpg,81.99336894248546,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_001\frame_0275.jpg,103.67078122635627,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_001\frame_0280.jpg,163.0875475915501,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_001\frame_0350.jpg,158.64791498101536,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_001\frame_0355.jpg,179.4065386051376,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_001\frame_0380.jpg,19.96714122713361,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_001\frame_0385.jpg,22.21945994302158,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_001\frame_0390.jpg,5.0707416555888445,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_001\frame_0395.jpg,121.51840008557873,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0010\frame_0005.jpg,92.9179008925968,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0010\frame_0010.jpg,75.1704715496022,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0010\frame_0015.jpg,84.29835305511617,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0010\frame_0020.jpg,84.8676244238631,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0010\frame_0025.jpg,164.2240378829292,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0010\frame_0030.jpg,116.19890426070327,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0010\frame_0035.jpg,118.87712527438224,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0010\frame_0040.jpg,100.88781869120278,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0010\frame_0045.jpg,124.14098649007586,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0010\frame_0050.jpg,109.77900658311515,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0010\frame_0055.jpg,159.20595512234962,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0010\frame_0060.jpg,139.2580044003481,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0010\frame_0065.jpg,97.32895578338876,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0010\frame_0070.jpg,91.57945906456925,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0010\frame_0075.jpg,8.25424138507843,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0010\frame_0080.jpg,130.22694775816586,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0010\frame_0085.jpg,99.9139994185899,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0010\frame_0090.jpg,149.30516905983865,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0010\frame_0095.jpg,120.23703940973392,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0010\frame_0100.jpg,88.8001908479669,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0010\frame_0105.jpg,88.28875225232221,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0010\frame_0110.jpg,100.87937250888872,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0010\frame_0115.jpg,39.957217399311176,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0010\frame_0120.jpg,22.511112318813325,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0010\frame_0125.jpg,152.2545535942423,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0010\frame_0130.jpg,50.09402268086866,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0010\frame_0135.jpg,89.56646020984458,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0005.jpg,58.272759539298264,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0010.jpg,60.62918040469337,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0015.jpg,73.09826632226962,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0020.jpg,101.23790576801157,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0025.jpg,122.927812859945,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0030.jpg,129.7706066800422,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0035.jpg,126.4418003387361,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0040.jpg,137.94607331529724,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0045.jpg,140.2964936136618,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0050.jpg,117.25208438490355,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0055.jpg,106.22828835873779,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0060.jpg,81.99076322054762,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0065.jpg,72.2653382280433,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0070.jpg,68.3971085255402,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0075.jpg,91.85962397433914,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0080.jpg,121.61200054118615,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0085.jpg,121.36461521693046,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0090.jpg,113.77016568534,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0095.jpg,117.15128795812383,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0100.jpg,121.09374965589402,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0105.jpg,126.59801136627121,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0110.jpg,86.28553004258383,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0115.jpg,67.19937062713797,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0120.jpg,62.56362922494028,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0125.jpg,73.05862331717094,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0130.jpg,90.52055716347446,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0135.jpg,119.542846151131,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0140.jpg,128.98692411165263,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0145.jpg,139.59691486332824,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0150.jpg,154.50497409685107,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0155.jpg,135.58658495353578,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0160.jpg,145.8825938621277,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0165.jpg,114.4115037185822,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0170.jpg,78.4992917434322,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0175.jpg,75.83619651947741,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0180.jpg,90.23001407587702,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0185.jpg,120.1789004492843,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0190.jpg,139.03881258740097,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0195.jpg,147.24052856893854,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0200.jpg,137.15668636438951,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0205.jpg,115.29846234006067,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0210.jpg,81.59938759043605,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0215.jpg,78.31893776721826,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0220.jpg,99.47245451762986,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0225.jpg,125.39019632668887,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0230.jpg,135.07264959895957,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0235.jpg,146.95976509678624,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0240.jpg,153.36474718221592,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0245.jpg,138.28575705226461,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0250.jpg,103.24112555219115,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0255.jpg,76.6266766527608,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0260.jpg,93.32629534507123,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0265.jpg,117.44360492774744,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0270.jpg,130.91878852239043,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0275.jpg,131.12467267603853,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0280.jpg,138.28175468371666,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0285.jpg,142.37277052789113,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0290.jpg,113.89569328998283,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0295.jpg,79.38927512589025,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0300.jpg,82.42480423162826,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0305.jpg,98.89961884840957,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0310.jpg,122.52189749204912,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0315.jpg,140.5689721100303,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0320.jpg,155.52212052863254,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0325.jpg,160.4270453549428,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0330.jpg,161.54344668642162,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0335.jpg,151.54475416564281,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0340.jpg,94.97022067458335,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0345.jpg,93.3213193323584,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0350.jpg,114.69988902508847,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0355.jpg,132.50033466698284,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0360.jpg,146.88557661461496,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0365.jpg,145.05561824933656,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0370.jpg,161.35261201374107,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0375.jpg,160.79590948436618,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0380.jpg,172.20782242942695,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0385.jpg,165.75276682888975,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0390.jpg,155.34743412422296,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0395.jpg,156.9909850060989,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0400.jpg,139.53880573152014,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0405.jpg,137.11740266258423,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0410.jpg,153.86874373812648,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0415.jpg,128.05739617267977,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0420.jpg,122.49627774712343,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0425.jpg,150.51341098704955,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0430.jpg,172.1807091963162,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0435.jpg,162.68649471928472,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0440.jpg,169.18111933319435,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0445.jpg,159.40245638858667,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0450.jpg,154.91098736400795,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0455.jpg,90.68733835623729,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0460.jpg,165.7392420007575,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0465.jpg,88.06368128164677,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0470.jpg,114.38188773674847,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0475.jpg,90.72287711783868,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0480.jpg,87.87398929930124,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0485.jpg,110.27516008358123,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0490.jpg,148.07837984008037,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0495.jpg,162.11665180218282,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0500.jpg,134.92535144587958,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0505.jpg,128.19693249861643,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0510.jpg,158.80821984255596,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0515.jpg,166.0971610834795,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0520.jpg,163.1034306952715,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0525.jpg,178.52557692358226,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0530.jpg,177.0020583911189,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0535.jpg,167.05122087353993,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0540.jpg,172.91784924358652,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0545.jpg,172.1094138062463,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0550.jpg,139.45006809282233,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0555.jpg,159.46010730174285,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0560.jpg,142.06450621443648,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0565.jpg,144.52419277620984,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0570.jpg,157.60477387050506,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0575.jpg,160.56267934468772,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0580.jpg,141.0803218338259,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0585.jpg,107.72743920039997,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0590.jpg,95.57669799906667,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0595.jpg,88.0645165256199,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0600.jpg,88.32803268144681,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0605.jpg,95.78018428248771,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0610.jpg,103.0375042359607,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0615.jpg,116.35998600519625,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0620.jpg,119.43537787947717,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0625.jpg,133.32651502273845,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0011\frame_0630.jpg,143.7539586537004,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0012\frame_0010.jpg,88.5832327062652,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0012\frame_0015.jpg,91.56766082830809,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0012\frame_0020.jpg,88.80750257393362,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0012\frame_0025.jpg,93.91403389503189,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0012\frame_0030.jpg,95.54085789701007,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0012\frame_0035.jpg,86.35940788414742,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0012\frame_0040.jpg,97.21801130837069,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0012\frame_0045.jpg,145.66403811269905,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0012\frame_0050.jpg,109.50135597468466,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0012\frame_0055.jpg,88.21648075798468,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0012\frame_0060.jpg,121.30336881222087,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0012\frame_0065.jpg,119.38489893839724,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0012\frame_0070.jpg,83.43543577802498,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0012\frame_0075.jpg,138.0103685291044,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0012\frame_0080.jpg,171.56285256746938,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0012\frame_0085.jpg,176.63615614724134,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0012\frame_0090.jpg,89.93322276116402,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0012\frame_0095.jpg,179.36872647391763,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0012\frame_0100.jpg,148.5137798345503,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0012\frame_0105.jpg,111.73435161929552,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0012\frame_0110.jpg,177.62297566267776,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0012\frame_0115.jpg,85.40298068712906,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0012\frame_0120.jpg,85.89614111438692,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0012\frame_0125.jpg,67.80775149363824,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0012\frame_0130.jpg,94.04882044107723,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\frames\video_0012\frame_0135.jpg,92.53949397879785,illegal
