image_path,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,right_wrist_x,right_wrist_y,right_wrist_z
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_011.jpg,0.5258824825286865,0.42004597187042236,0.2586754560470581,0.6231335997581482,0.4192928671836853,0.21388016641139984,0.6384063959121704,0.3392857313156128,0.03443334251642227,0.39709287881851196,0.4201807379722595,-0.05812273547053337,0.35347726941108704,0.5085765719413757,-0.08970635384321213,0.44518062472343445,0.538455605506897,-0.08605877310037613
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_012.jpg,0.5234779715538025,0.4188719391822815,0.24905359745025635,0.6247052550315857,0.414605051279068,0.15937234461307526,0.6335446238517761,0.33362913131713867,-0.06993105262517929,0.3943970799446106,0.4199696183204651,-0.09612088650465012,0.35254067182540894,0.5071888566017151,-0.11434584110975266,0.4452310800552368,0.5353034138679504,-0.10336748510599136
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_013.jpg,0.5233517289161682,0.41629600524902344,0.2521333396434784,0.6253578662872314,0.41045889258384705,0.1820313036441803,0.6387612223625183,0.3283494710922241,-0.023238155990839005,0.3924027383327484,0.41961973905563354,-0.05595974624156952,0.3510584831237793,0.5056814551353455,-0.05993220582604408,0.44162237644195557,0.5357738137245178,-0.06092744320631027
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_014.jpg,0.5220906734466553,0.41536468267440796,0.2491106241941452,0.6256995797157288,0.40716680884361267,0.2341568022966385,0.6467845439910889,0.32492589950561523,0.05330905690789223,0.39084649085998535,0.4188030958175659,-0.07036393135786057,0.3495883047580719,0.505215585231781,-0.06733899563550949,0.4393739104270935,0.5342788100242615,-0.05822940543293953
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_015.jpg,0.5219060778617859,0.41473692655563354,0.24928836524486542,0.6268619298934937,0.40677347779273987,0.23683421313762665,0.6521891951560974,0.32609912753105164,0.04577430337667465,0.3897407650947571,0.41794848442077637,-0.03522399067878723,0.3480791449546814,0.5049605965614319,-0.014042395167052746,0.43786099553108215,0.5343058705329895,-0.014052608981728554
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_016.jpg,0.5212822556495667,0.41473862528800964,0.25775080919265747,0.6296523809432983,0.40787941217422485,0.26049235463142395,0.6551172733306885,0.32598936557769775,0.08041927218437195,0.38948655128479004,0.4177348017692566,-0.03302694857120514,0.34705987572669983,0.505209743976593,-0.019112393260002136,0.43404266238212585,0.5346862077713013,-0.020624440163373947
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_017.jpg,0.5212503671646118,0.4146520793437958,0.285360187292099,0.631100058555603,0.4095095992088318,0.2603631913661957,0.6566492915153503,0.32701125741004944,0.06509839743375778,0.3889908194541931,0.41752859950065613,0.006425142288208008,0.3471022844314575,0.5046688318252563,0.018774347379803658,0.4329141676425934,0.5347290635108948,0.004924926906824112
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_018.jpg,0.52140873670578,0.4143642783164978,0.2869444191455841,0.6330981850624084,0.40952855348587036,0.24573905766010284,0.6578587889671326,0.3284143805503845,0.011642929166555405,0.3889853358268738,0.4173334240913391,0.01421815250068903,0.3468192219734192,0.5046654939651489,0.028290733695030212,0.43272101879119873,0.5339531898498535,0.02354523539543152
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_019.jpg,0.5216081142425537,0.414414644241333,0.28870517015457153,0.6340447068214417,0.40948110818862915,0.248727485537529,0.6586929559707642,0.3275894522666931,0.06172903627157211,0.3889946937561035,0.4172264039516449,0.04087023064494133,0.3468400239944458,0.5044476985931396,0.052331939339637756,0.4331095516681671,0.5340076684951782,0.040955204516649246
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_020.jpg,0.5217419862747192,0.41483575105667114,0.28374090790748596,0.6352840065956116,0.4091309905052185,0.24275881052017212,0.6591963171958923,0.3275972008705139,0.057591166347265244,0.3889678418636322,0.4171920418739319,0.04827051982283592,0.3465951979160309,0.5045248866081238,0.0534464456140995,0.4326237738132477,0.5331116914749146,0.026669086888432503
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_021.jpg,0.5216730237007141,0.4153914451599121,0.2594735622406006,0.6352489590644836,0.4081627130508423,0.12445072084665298,0.6590742468833923,0.32478460669517517,-0.16184808313846588,0.3890331983566284,0.4170956313610077,-0.07284300029277802,0.3465716242790222,0.5045516490936279,-0.07139512896537781,0.43289220333099365,0.5331972241401672,0.0060735405422747135
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_022.jpg,0.5215520858764648,0.41565531492233276,0.2416229248046875,0.6350876092910767,0.40737292170524597,0.10666938871145248,0.6588382720947266,0.3252483904361725,-0.18872052431106567,0.38963133096694946,0.4171617031097412,-0.10242877900600433,0.34661924839019775,0.505105197429657,-0.10288101434707642,0.43307632207870483,0.533258318901062,-0.0001770918897818774
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_023.jpg,0.5214605331420898,0.41616103053092957,0.23245097696781158,0.6349106431007385,0.40731483697891235,0.08181282132863998,0.6582658290863037,0.32614362239837646,-0.22839313745498657,0.3902263343334198,0.41731271147727966,-0.10808475315570831,0.3466065526008606,0.5058194398880005,-0.09540865570306778,0.4327992796897888,0.533492386341095,0.011798441410064697
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_024.jpg,0.5213890671730042,0.41623109579086304,0.23383638262748718,0.63431715965271,0.40722090005874634,0.10485447198152542,0.6580826044082642,0.3256652355194092,-0.195265531539917,0.3906603753566742,0.4173171818256378,-0.10545361042022705,0.34663307666778564,0.5065222978591919,-0.10245559364557266,0.4340454936027527,0.5335480570793152,-0.019499069079756737
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_025.jpg,0.521024763584137,0.4167657494544983,0.23548893630504608,0.6344701647758484,0.40718382596969604,0.13094010949134827,0.6582096219062805,0.3252565264701843,-0.1379244178533554,0.39110156893730164,0.4173230528831482,-0.10098492354154587,0.34637895226478577,0.506537914276123,-0.09786450117826462,0.43428122997283936,0.5337391495704651,-0.01786120980978012
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_026.jpg,0.5208932161331177,0.4169132709503174,0.23700541257858276,0.6349104642868042,0.40707147121429443,0.14251284301280975,0.6583495736122131,0.32532891631126404,-0.11840815097093582,0.3914543390274048,0.41721126437187195,-0.09449426084756851,0.3463333249092102,0.506489098072052,-0.08910904824733734,0.4348112642765045,0.5338014364242554,-0.024013105779886246
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_027.jpg,0.520905613899231,0.41681969165802,0.23669053614139557,0.6388757824897766,0.4071694016456604,0.14660689234733582,0.6593682169914246,0.3234883248806,-0.0816199779510498,0.3914681375026703,0.4167707562446594,-0.08582115173339844,0.34610000252723694,0.5061888694763184,-0.08760037273168564,0.43502622842788696,0.5336794853210449,-0.09599261730909348
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_028.jpg,0.5222428441047668,0.4167209267616272,0.23428645730018616,0.6436643600463867,0.40699341893196106,0.15800592303276062,0.6625773310661316,0.3216392993927002,-0.061101317405700684,0.39202603697776794,0.4159005284309387,-0.06725656241178513,0.344817191362381,0.5048177242279053,-0.08677227050065994,0.4294790029525757,0.5324579477310181,-0.10643483698368073
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_029.jpg,0.5234723687171936,0.41654840111732483,0.2265174835920334,0.6455034017562866,0.4061383903026581,0.16563992202281952,0.6639598608016968,0.3200344443321228,-0.04039493948221207,0.39183759689331055,0.41516101360321045,-0.0348234660923481,0.34462836384773254,0.5036469101905823,-0.04277149960398674,0.42876294255256653,0.5328278541564941,-0.09300923347473145
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_030.jpg,0.524337112903595,0.41570398211479187,0.22415076196193695,0.6469458341598511,0.40581950545310974,0.17935630679130554,0.6673874855041504,0.31967437267303467,-0.02262146584689617,0.3905172049999237,0.41425570845603943,-0.01759514771401882,0.34383732080459595,0.5027152299880981,-0.015916313976049423,0.42576006054878235,0.5329383611679077,-0.0805305764079094
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_031.jpg,0.5185507535934448,0.41563042998313904,0.21366854012012482,0.6275264024734497,0.4176373779773712,0.29255861043930054,0.6684200167655945,0.34471961855888367,0.1760181486606598,0.3833814859390259,0.4172927141189575,-0.10555282235145569,0.344127357006073,0.5116479992866516,-0.1545076072216034,0.4383538067340851,0.5406540632247925,-0.2639158070087433
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_032.jpg,0.5169983506202698,0.41484805941581726,0.18942824006080627,0.623633623123169,0.4213738739490509,0.2868988513946533,0.6721963882446289,0.34981492161750793,0.17120014131069183,0.380231112241745,0.4184987246990204,-0.14128631353378296,0.3442019522190094,0.515110969543457,-0.18696697056293488,0.44590848684310913,0.5452833771705627,-0.3056317865848541
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_033.jpg,0.5171117782592773,0.4142855107784271,0.2004578560590744,0.6249640583992004,0.4212937355041504,0.26500698924064636,0.6743764281272888,0.3515370786190033,0.02822483889758587,0.3785673677921295,0.4193848967552185,-0.11368031054735184,0.34445440769195557,0.5161433219909668,-0.1506386697292328,0.44679877161979675,0.5464778542518616,-0.25791555643081665
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_034.jpg,0.5172836184501648,0.4142859876155853,0.20830051600933075,0.6261919140815735,0.42089101672172546,0.21818672120571136,0.6743732690811157,0.3500308692455292,-0.020238768309354782,0.3782344460487366,0.4196065068244934,-0.06061558425426483,0.3446013927459717,0.5155895948410034,-0.10381823033094406,0.44608303904533386,0.5476334095001221,-0.20867648720741272
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_035.jpg,0.5174000263214111,0.4138334393501282,0.2114473432302475,0.6269324421882629,0.42118337750434875,0.17894163727760315,0.6748512983322144,0.35131028294563293,-0.08142102509737015,0.3774915337562561,0.4197861850261688,-0.05221841111779213,0.3446195423603058,0.5159274935722351,-0.08805759251117706,0.44568929076194763,0.548676073551178,-0.19850720465183258
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_036.jpg,0.5174752473831177,0.4133804440498352,0.21819773316383362,0.627447247505188,0.42110466957092285,0.17742641270160675,0.6747674942016602,0.35168373584747314,-0.08012891560792923,0.37735500931739807,0.4198111593723297,-0.05183136835694313,0.34534844756126404,0.5156416296958923,-0.0852130874991417,0.4454491436481476,0.549841046333313,-0.1906735897064209
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_037.jpg,0.5175356268882751,0.4131772518157959,0.2091035395860672,0.6274036765098572,0.42083442211151123,0.16291499137878418,0.6751396656036377,0.35112279653549194,-0.10408728569746017,0.37704455852508545,0.4199850261211395,-0.060423966497182846,0.3453551232814789,0.5156627297401428,-0.09851526468992233,0.44509920477867126,0.5494418144226074,-0.21780826151371002
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_038.jpg,0.5178673267364502,0.4129648804664612,0.21213775873184204,0.6276087164878845,0.42061325907707214,0.1308135986328125,0.6754338145256042,0.3511863946914673,-0.19046375155448914,0.37671008706092834,0.42018112540245056,-0.05994429066777229,0.34605488181114197,0.5160796642303467,-0.0948055312037468,0.4467274844646454,0.5498983263969421,-0.20512862503528595
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_039.jpg,0.5179573893547058,0.41263842582702637,0.21320897340774536,0.6277522444725037,0.4205135703086853,0.15516528487205505,0.67560213804245,0.35055825114250183,-0.10842762142419815,0.37692344188690186,0.42019474506378174,-0.06040969863533974,0.34604135155677795,0.5159096121788025,-0.09822450578212738,0.4464736878871918,0.5501501560211182,-0.21665316820144653
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_040.jpg,0.5179939866065979,0.41248318552970886,0.21329419314861298,0.6278681755065918,0.41982150077819824,0.18651950359344482,0.6755147576332092,0.3500654697418213,-0.037807632237672806,0.3770235776901245,0.42028722167015076,-0.07407691329717636,0.3460722863674164,0.5157881379127502,-0.12164409458637238,0.44689062237739563,0.550153374671936,-0.22981473803520203
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_041.jpg,0.5168802738189697,0.4120868146419525,0.21273554861545563,0.6215423941612244,0.42139488458633423,0.12962311506271362,0.653957724571228,0.3509722948074341,-0.15253548324108124,0.3759761452674866,0.42089542746543884,-0.0741693452000618,0.34628602862358093,0.516904890537262,-0.11983934044837952,0.448513925075531,0.5503478050231934,-0.21957845985889435
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_042.jpg,0.5163639783859253,0.4117338955402374,0.21261219680309296,0.6187210083007812,0.4219658374786377,0.11370958387851715,0.645544707775116,0.35079529881477356,-0.17609445750713348,0.37489694356918335,0.420928031206131,-0.07328129559755325,0.34672731161117554,0.5168905258178711,-0.11954347044229507,0.4499262571334839,0.5502002239227295,-0.2146221399307251
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_043.jpg,0.5150071978569031,0.4110250771045685,0.24883143603801727,0.6154801249504089,0.42247670888900757,0.14089876413345337,0.638222873210907,0.3505723774433136,-0.15365749597549438,0.3742040693759918,0.42098039388656616,-0.05449412018060684,0.34678661823272705,0.5168647170066833,-0.11251065880060196,0.452767938375473,0.5469743609428406,-0.1845320463180542
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_044.jpg,0.5137052536010742,0.4110030233860016,0.24572499096393585,0.6093418598175049,0.42548227310180664,0.14425046741962433,0.6287444829940796,0.3507131338119507,-0.14465931057929993,0.3739687502384186,0.4209667444229126,-0.05576606094837189,0.34681007266044617,0.5163401961326599,-0.1123819425702095,0.453790545463562,0.5443843603134155,-0.18348300457000732
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_045.jpg,0.5123913288116455,0.4114176332950592,0.26563674211502075,0.5976819396018982,0.4343593120574951,0.10697685927152634,0.6164098381996155,0.35779044032096863,-0.2544417083263397,0.3740634322166443,0.4206485450267792,-0.019053025171160698,0.3467947244644165,0.5149585604667664,-0.08128193765878677,0.45139575004577637,0.5407440066337585,-0.15454711019992828
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_046.jpg,0.5094074606895447,0.41156768798828125,0.2564448118209839,0.5909546613693237,0.43642616271972656,0.08312393724918365,0.6088008284568787,0.35852038860321045,-0.2683798372745514,0.3740675449371338,0.4206443727016449,-0.02858855575323105,0.3468778133392334,0.5147637724876404,-0.08473189175128937,0.45305702090263367,0.5382121801376343,-0.16434632241725922
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_047.jpg,0.5075969099998474,0.41157811880111694,0.2845323085784912,0.5868018269538879,0.4378725290298462,0.1053999736905098,0.6059454679489136,0.3586657643318176,-0.23966002464294434,0.37412795424461365,0.4206404387950897,0.001307184575125575,0.3468552529811859,0.5148030519485474,-0.06871481984853745,0.4531286060810089,0.5345409512519836,-0.14738155901432037
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_048.jpg,0.5049852132797241,0.41154414415359497,0.27011173963546753,0.5890337824821472,0.4373875558376312,0.08988300710916519,0.6035717129707336,0.3582236170768738,-0.2688099443912506,0.3749500513076782,0.4204411804676056,-0.015362031757831573,0.34640607237815857,0.5136212706565857,-0.10635143518447876,0.44929763674736023,0.5324817895889282,-0.21824175119400024
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_049.jpg,0.5004152059555054,0.41211816668510437,0.26553502678871155,0.5898605585098267,0.43784311413764954,0.09609641879796982,0.6019772887229919,0.3578996956348419,-0.26382437348365784,0.3766876757144928,0.4203961491584778,-0.04653388634324074,0.34642788767814636,0.5133868455886841,-0.11014175415039062,0.4481583535671234,0.5299301743507385,-0.15149161219596863
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_050.jpg,0.4975316822528839,0.4153048098087311,0.306664377450943,0.5883639454841614,0.44090843200683594,0.15000547468662262,0.604877233505249,0.3622108995914459,-0.23874181509017944,0.3796970844268799,0.4207597076892853,-0.08110789954662323,0.3493632972240448,0.5134976506233215,-0.1212044283747673,0.44795912504196167,0.5270674824714661,-0.09734373539686203
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_051.jpg,0.49823909997940063,0.4130663275718689,0.25680413842201233,0.5898463129997253,0.42936331033706665,0.24880054593086243,0.6272871494293213,0.3520489037036896,0.04781165346503258,0.37813785672187805,0.41159650683403015,-0.12539464235305786,0.34660497307777405,0.5062443017959595,-0.22011733055114746,0.44796115159988403,0.526871383190155,-0.3141655921936035
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_052.jpg,0.4987090229988098,0.41112759709358215,0.25533154606819153,0.5910601019859314,0.42719700932502747,0.216047465801239,0.6436941027641296,0.35218533873558044,-0.02919745072722435,0.37477976083755493,0.40852129459381104,-0.07562319934368134,0.34429416060447693,0.5025792121887207,-0.1756715327501297,0.44630423188209534,0.5263735055923462,-0.31233644485473633
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_053.jpg,0.498626708984375,0.4102122187614441,0.24006451666355133,0.5919230580329895,0.4262501001358032,0.20009930431842804,0.6481614112854004,0.35230553150177,-0.05202953517436981,0.3740953207015991,0.4082305431365967,-0.07322558760643005,0.34304937720298767,0.5023963451385498,-0.17418761551380157,0.44631391763687134,0.5247812867164612,-0.3096117377281189
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_054.jpg,0.4976711869239807,0.4101114571094513,0.24114929139614105,0.5924751162528992,0.42645499110221863,0.23093447089195251,0.6526474356651306,0.3556235730648041,-0.02547762542963028,0.3741579055786133,0.40724751353263855,-0.06326805055141449,0.3426271975040436,0.5014641880989075,-0.13747180998325348,0.4459335207939148,0.5244811773300171,-0.2748379111289978
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_055.jpg,0.4976562559604645,0.41010144352912903,0.25035521388053894,0.5930454134941101,0.4265812635421753,0.266598641872406,0.6539876461029053,0.3571345806121826,0.02805708348751068,0.3745727837085724,0.407106876373291,-0.056839000433683395,0.3424486815929413,0.5013132095336914,-0.07244768738746643,0.4452783763408661,0.5245078206062317,-0.09235354512929916
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_056.jpg,0.4976069927215576,0.4100998342037201,0.25730523467063904,0.593293309211731,0.42671144008636475,0.2747248113155365,0.6546841859817505,0.35788336396217346,0.026873085647821426,0.37520813941955566,0.40749478340148926,-0.058915022760629654,0.3422752320766449,0.5011149644851685,-0.0742511972784996,0.44325560331344604,0.5245126485824585,-0.09470623731613159
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_057.jpg,0.49765846133232117,0.4101061224937439,0.2571907043457031,0.594845175743103,0.4268168807029724,0.244810551404953,0.6552931070327759,0.3582634925842285,-0.017322350293397903,0.375479131937027,0.4078291356563568,-0.056593477725982666,0.342435359954834,0.5013889074325562,-0.08859866857528687,0.4434677064418793,0.5245575904846191,-0.13780617713928223
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_058.jpg,0.49777859449386597,0.4100746810436249,0.2587431073188782,0.5957988500595093,0.42686471343040466,0.28718623518943787,0.6556243896484375,0.3585231900215149,0.060504596680402756,0.37622398138046265,0.40747058391571045,-0.0684567391872406,0.34294745326042175,0.5014979243278503,-0.0939500629901886,0.4442097842693329,0.5243045091629028,-0.13461902737617493
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_059.jpg,0.4978986978530884,0.4100172817707062,0.26023542881011963,0.596014678478241,0.4268363416194916,0.3039435148239136,0.6558746099472046,0.3586077392101288,0.09120982885360718,0.37673071026802063,0.40746867656707764,-0.06776655465364456,0.3432168662548065,0.5015991926193237,-0.08107268810272217,0.44402962923049927,0.5239169001579285,-0.09946034103631973
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_060.jpg,0.4980393350124359,0.4099467396736145,0.26624220609664917,0.5967763066291809,0.42681992053985596,0.2769191861152649,0.6559703350067139,0.35884684324264526,0.03549450263381004,0.37695395946502686,0.4074614346027374,-0.060655150562524796,0.34362146258354187,0.5014541149139404,-0.08532439172267914,0.4442848265171051,0.5239663124084473,-0.12315863370895386
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_061.jpg,0.47593799233436584,0.4023835361003876,0.20574216544628143,0.5767108201980591,0.4259391129016876,0.2374529093503952,0.6430171728134155,0.35877659916877747,0.017692673951387405,0.35283926129341125,0.3983899652957916,-0.08726396411657333,0.31941908597946167,0.495307981967926,-0.16668854653835297,0.4237780272960663,0.5186939835548401,-0.29749444127082825
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_062.jpg,0.47049984335899353,0.3994084596633911,0.18817108869552612,0.5698718428611755,0.4257158935070038,0.2240571528673172,0.6363441348075867,0.35734644532203674,0.011790300719439983,0.3426814675331116,0.39355719089508057,-0.08911116421222687,0.3090849816799164,0.4917882978916168,-0.17706191539764404,0.41297829151153564,0.5138656497001648,-0.34059828519821167
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_063.jpg,0.4655573070049286,0.3975311815738678,0.20733650028705597,0.5643310546875,0.42508286237716675,0.23862424492835999,0.6336951851844788,0.3562619984149933,0.016032330691814423,0.3385436236858368,0.38997477293014526,-0.09426566958427429,0.302960604429245,0.48855483531951904,-0.19943879544734955,0.40822380781173706,0.512093722820282,-0.361073762178421
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_064.jpg,0.4660617411136627,0.39664989709854126,0.23301702737808228,0.5660576224327087,0.42462778091430664,0.21037328243255615,0.6308809518814087,0.3522082567214966,-0.10333576053380966,0.3360210657119751,0.3875828683376312,-0.07081560045480728,0.30163469910621643,0.48590219020843506,-0.18621468544006348,0.4078536927700043,0.5101984739303589,-0.3759247660636902
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_065.jpg,0.46292856335639954,0.39385947585105896,0.2616865634918213,0.565123975276947,0.4242754578590393,0.2810867428779602,0.6305432319641113,0.35020190477371216,0.024807866662740707,0.3314620852470398,0.3850156366825104,-0.0724504292011261,0.298072874546051,0.48576274514198303,-0.22937995195388794,0.40611574053764343,0.5062422752380371,-0.44688138365745544
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_066.jpg,0.46272167563438416,0.3928176164627075,0.2832473814487457,0.565645158290863,0.42330607771873474,0.32056111097335815,0.6308079361915588,0.34854355454444885,0.08646673709154129,0.32791823148727417,0.38383039832115173,-0.06302690505981445,0.295915424823761,0.4850354790687561,-0.20743297040462494,0.40154513716697693,0.5046420097351074,-0.41798102855682373
